,Symbol,Description,Industry,Sector
344,BMCH,"BMC STOCK HOLDINGS, INC.",RETAIL: Building Materials,Consumer Services
345,BMI,"BADGER METER, INC.",Industrial Machinery/Components,Capital Goods
346,BMRC,BANK OF MARIN BANCORP,Major Banks,Finance
347,BMRN,BIOMARIN PHARMACEUTICAL INC.,Major Pharmaceuticals,Health Care
348,BMTC,BRYN MAWR BANK CORPORATION,Major Banks,Finance
349,BMY,BRISTOL-MYERS SQUIBB COMPANY,Major Pharmaceuticals,Health Care
350,BNED,"BARNES & NOBLE EDUCATION, INC",Other Specialty Stores,Consumer Services
351,BNFT,"BENEFITFOCUS, INC.",Computer Software: Prepackaged Software,Technology
352,BOCH,BANK OF COMMERCE HOLDINGS (CA),Major Banks,Finance
353,BOH,BANK OF HAWAII CORPORATION,Major Banks,Finance
354,BOKF,BOK FINANCIAL CORPORATION,Major Banks,Finance
355,BOOM,DMC GLOBAL INC.,Industrial Specialties,Capital Goods
356,BOOT,"BOOT BARN HOLDINGS, INC.",Clothing/Shoe/Accessory Stores,Consumer Services
357,BOX,"BOX, INC.",Computer Software: Prepackaged Software,Technology
358,BPFH,"BOSTON PRIVATE FINANCIAL HOLDINGS, INC.",Major Banks,Finance
359,BPMC,BLUEPRINT MEDICINES CORPORATION,Major Pharmaceuticals,Health Care
360,BPOP,"POPULAR, INC.",Major Banks,Finance
361,BR,"BROADRIDGE FINANCIAL SOLUTIONS, INC.",Business Services,Miscellaneous
362,BRC,BRADY CORPORATION,Miscellaneous manufacturing industries,Consumer Durables
363,BREW,"CRAFT BREW ALLIANCE, INC.",Beverages (Production/Distribution),Consumer Non-Durables
364,BRG,"BLUEROCK RESIDENTIAL GROWTH REIT, INC.",Real Estate Investment Trusts,Consumer Services
365,BRK.B,BERKSHIRE HATHAWAY INC.,,
366,BRKL,"BROOKLINE BANCORP, INC.",Savings Institutions,Finance
367,BRKR,BRUKER CORPORATION,Biotechnology: Laboratory Analytical Instruments,Capital Goods
368,BRKS,"BROOKS AUTOMATION, INC.",Industrial Machinery/Components,Technology
369,BRLI,BRILLIANT ACQUISITION CORPORATION,Business Services,Finance
370,BRO,"BROWN & BROWN, INC.",Specialty Insurers,Finance
371,BRX,BRIXMOR PROPERTY GROUP INC.,Real Estate Investment Trusts,Consumer Services
372,BRY,BERRY CORPORATION (BRY),Oil & Gas Production,Energy
373,BSRR,SIERRA BANCORP,Major Banks,Finance
374,BSTC,BIOSPECIFICS TECHNOLOGIES CORP,Major Pharmaceuticals,Health Care
375,BSX,BOSTON SCIENTIFIC CORPORATION,Medical/Dental Instruments,Health Care
376,BTU,PEABODY ENERGY CORPORATION,Coal Mining,Energy
377,BUD,ANHEUSER-BUSCH INBEV SA,Beverages (Production/Distribution),Consumer Non-Durables
378,BUFF,,,
379,BURL,"BURLINGTON STORES, INC.",Department/Specialty Retail Stores,Consumer Services
380,BUSE,FIRST BUSEY CORPORATION,Major Banks,Finance
381,BV,"BRIGHTVIEW HOLDINGS, INC.",Farming/Seeds/Milling,Consumer Non-Durables
382,BW,BABCOCK,Building Products,Capital Goods
383,BWA,BORGWARNER INC.,Auto Parts:O.E.M.,Capital Goods
384,BWEN,"BROADWIND, INC.",Metal Fabrications,Capital Goods
385,BWFG,"BANKWELL FINANCIAL GROUP, INC.",Major Banks,Finance
386,BWXT,"BWX TECHNOLOGIES, INC.",Industrial Machinery/Components,Energy
387,BXC,BLUELINX HOLDINGS INC.,Wholesale Distributors,Capital Goods
388,BXG,BLUEGREEN VACATIONS CORPORATION,Real Estate,Finance
389,BXP,"BOSTON PROPERTIES, INC.",Real Estate Investment Trusts,Consumer Services
390,BXS,BANCORPSOUTH BANK,,
391,BYD,BOYD GAMING CORPORATION,Hotels/Resorts,Consumer Services
392,BZH,"BEAZER HOMES USA, INC.",Homebuilding,Capital Goods
393,C,CITIGROUP INC.,Major Banks,Finance
394,CAAS,"CHINA AUTOMOTIVE SYSTEMS, INC.",Auto Parts:O.E.M.,Capital Goods
395,CABO,"CABLE ONE, INC.",Television Services,Consumer Services
396,CAC,CAMDEN NATIONAL CORPORATION,Major Banks,Finance
397,CACC,CREDIT ACCEPTANCE CORPORATION,Finance: Consumer Services,Finance
398,CACI,"CACI INTERNATIONAL, INC.",EDP Services,Technology
399,CADE,CADENCE BANCORPORATION,Major Banks,Finance
400,CAE,CAE INC,Industrial Machinery/Components,Miscellaneous
401,CAG,"CONAGRA BRANDS, INC.",Packaged Foods,Consumer Non-Durables
402,CAH,"CARDINAL HEALTH, INC.",Other Pharmaceuticals,Health Care
403,CAI,"CAI INTERNATIONAL, INC.",Diversified Commercial Services,Technology
404,CAKE,THE CHEESECAKE FACTORY INCORPORATED,Restaurants,Consumer Services
405,CAL,"CALERES, INC.",Shoe Manufacturing,Consumer Non-Durables
406,CALA,"CALITHERA BIOSCIENCES, INC.",Major Pharmaceuticals,Health Care
407,CALM,"CAL-MAINE FOODS, INC.",Farming/Seeds/Milling,Consumer Non-Durables
408,CALX,"CALIX, INC",Telecommunications Equipment,Consumer Services
409,CAMP,CALAMP CORP.,Radio And Television Broadcasting And Communications Equipment,Technology
410,CAR,"AVIS BUDGET GROUP, INC.",Rental/Leasing Companies,Consumer Services
411,CARA,"CARA THERAPEUTICS, INC.",Major Pharmaceuticals,Health Care
412,CARS,CARS.COM INC.,EDP Services,Technology
413,CASH,"META FINANCIAL GROUP, INC.",Major Banks,Finance
414,CASS,"CASS INFORMATION SYSTEMS, INC",Business Services,Miscellaneous
415,CASY,"CASEYS GENERAL STORES, INC.",Automotive Aftermarket,Consumer Durables
416,CAT,"CATERPILLAR, INC.",Construction/Ag Equipment/Trucks,Capital Goods
417,CATM,CARDTRONICS PLC,Business Services,Miscellaneous
418,CATO,CATO CORPORATION (THE),Clothing/Shoe/Accessory Stores,Consumer Services
419,CATY,CATHAY GENERAL BANCORP,Major Banks,Finance
420,CB,CHUBB LIMITED,Property-Casualty Insurers,Finance
421,CBB,CINCINNATI BELL INC,Telecommunications Equipment,Public Utilities
422,CBL,"CBL & ASSOCIATES PROPERTIES, INC.",Real Estate Investment Trusts,Consumer Services
423,CBLI,"CLEVELAND BIOLABS, INC.",Biotechnology: Commercial Physical & Biological Resarch,Health Care
424,CBNK,"CAPITAL BANCORP, INC.",Major Banks,Finance
425,CBOE,"CBOE GLOBAL MARKETS, INC.",,
426,CBRL,"CRACKER BARREL OLD COUNTRY STORE, INC.",Restaurants,Consumer Services
427,CBSH,"COMMERCE BANCSHARES, INC.",Major Banks,Finance
428,CBT,CABOT CORPORATION,Major Chemicals,Basic Industries
429,CBU,"COMMUNITY BANK SYSTEM, INC.",Major Banks,Finance
430,CBZ,"CBIZ, INC.",Business Services,Miscellaneous
431,CC,CHEMOURS COMPANY (THE),Major Chemicals,Basic Industries
432,CCBG,CAPITAL CITY BANK GROUP,Major Banks,Finance
433,CCC,CLARIVATE PLC,EDP Services,Technology
434,CCF,CHASE CORPORATION,Building Products,Consumer Durables
435,CCI,CROWN CASTLE INTERNATIONAL CORPORATION,Real Estate Investment Trusts,Consumer Services
436,CCK,"CROWN HOLDINGS, INC.",Containers/Packaging,Consumer Durables
437,CCL,CARNIVAL CORPORATION,Marine Transportation,Consumer Services
438,CCMP,CABOT MICROELECTRONICS CORPORATION,Semiconductors,Technology
439,CCNE,CNB FINANCIAL CORPORATION,Major Banks,Finance
440,CCO,"CLEAR CHANNEL OUTDOOR HOLDINGS, INC.",Advertising,Consumer Services
441,CCOI,"COGENT COMMUNICATIONS HOLDINGS, INC.",Telecommunications Equipment,Consumer Services
442,CCRN,"CROSS COUNTRY HEALTHCARE, INC.",Professional Services,Technology
443,CCS,"CENTURY COMMUNITIES, INC.",Homebuilding,Capital Goods
444,CCU,"COMPANIA CERVECERIAS UNIDAS, S.A.",Beverages (Production/Distribution),Consumer Non-Durables
445,CCXI,"CHEMOCENTRYX, INC.",Major Pharmaceuticals,Health Care
446,CDE,"COEUR MINING, INC.",Precious Metals,Basic Industries
447,CDEV,"CENTENNIAL RESOURCE DEVELOPMENT, INC.",Oil & Gas Production,Energy
448,CDK,"CDK GLOBAL, INC.",Business Services,Miscellaneous
449,CDNS,"CADENCE DESIGN SYSTEMS, INC.",Computer Software: Prepackaged Software,Technology
450,CDR,"CEDAR REALTY TRUST, INC.",Real Estate Investment Trusts,Consumer Services
451,CDW,CDW CORPORATION,Catalog/Specialty Distribution,Consumer Services
452,CDXS,"CODEXIS, INC.",Major Chemicals,Basic Industries
453,CDZI,"CADIZ, INC.",Water Supply,Public Utilities
454,CE,CELANESE CORPORATION,Major Chemicals,Basic Industries
455,CECE,CECO ENVIRONMENTAL CORP.,Pollution Control Equipment,Capital Goods
456,CEM,CLEARBRIDGE MLP AND MIDSTREAM FUND INC.,,
457,CENT,CENTRAL GARDEN & PET COMPANY,Consumer Specialties,Consumer Durables
458,CENTA,CENTRAL GARDEN & PET COMPANY,Consumer Specialties,Consumer Durables
459,CENX,CENTURY ALUMINUM COMPANY,Aluminum,Basic Industries
460,CERN,CERNER CORPORATION,EDP Services,Technology
461,CERS,CERUS CORPORATION,Medical/Dental Instruments,Health Care
462,CETV,CENTRAL EUROPEAN MEDIA ENTERPRISES LTD.,Broadcasting,Consumer Services
463,CEVA,"CEVA, INC.",Semiconductors,Technology
464,CF,"CF INDUSTRIES HOLDINGS, INC.",Agricultural Chemicals,Basic Industries
465,CFFI,C&F FINANCIAL CORPORATION,Major Banks,Finance
466,CFFN,"CAPITOL FEDERAL FINANCIAL, INC.",Savings Institutions,Finance
467,CFG,"CITIZENS FINANCIAL GROUP, INC.",Major Banks,Finance
468,CFMS,"CONFORMIS, INC.",Industrial Specialties,Health Care
469,CFR,"CULLEN/FROST BANKERS, INC.",Major Banks,Finance
470,CFX,COLFAX CORPORATION,Fluid Controls,Capital Goods
471,CGA,"CHINA GREEN AGRICULTURE, INC.",Agricultural Chemicals,Basic Industries
472,CGNX,COGNEX CORPORATION,Industrial Machinery/Components,Capital Goods
473,CHCO,CITY HOLDING COMPANY,Major Banks,Finance
474,CHCT,COMMUNITY HEALTHCARE TRUST INCORPORATED,Real Estate Investment Trusts,Consumer Services
475,CHD,"CHURCH & DWIGHT COMPANY, INC.",Package Goods/Cosmetics,Basic Industries
476,CHDN,"CHURCHILL DOWNS, INCORPORATED",Services-Misc. Amusement & Recreation,Consumer Services
477,CHE,CHEMED CORP.,Medical/Nursing Services,Health Care
478,CHEF,"THE CHEFS' WAREHOUSE, INC.",Food Distributors,Consumer Non-Durables
479,CHGG,"CHEGG, INC.",Other Consumer Services,Consumer Services
480,CHH,"CHOICE HOTELS INTERNATIONAL, INC.",Hotels/Resorts,Consumer Services
481,CHIC,GLOBAL X FUNDS GLOBAL X MSCI CHINA COMMUNICATION SERVICES ETF,,
482,CHKP,CHECK POINT SOFTWARE TECHNOLOGIES LTD.,Computer Software: Prepackaged Software,Technology
483,CHMG,CHEMUNG FINANCIAL CORP,Major Banks,Finance
484,CHMI,CHERRY HILL MORTGAGE INVESTMENT CORPORATION,Real Estate Investment Trusts,Consumer Services
485,CHRS,"COHERUS BIOSCIENCES, INC.",Biotechnology: Biological Products (No Diagnostic Substances),Health Care
486,CHRW,"C.H. ROBINSON WORLDWIDE, INC.",Oil Refining/Marketing,Transportation
487,CHS,"CHICO'S FAS, INC.",Clothing/Shoe/Accessory Stores,Consumer Services
488,CHTR,"CHARTER COMMUNICATIONS, INC.",Television Services,Consumer Services
489,CHUY,"CHUY'S HOLDINGS, INC.",Restaurants,Consumer Services
490,CI,CIGNA CORPORATION,Medical Specialities,Health Care
491,CIA,"CITIZENS, INC.",Life Insurance,Finance
492,CIEN,CIENA CORPORATION,Telecommunications Equipment,Public Utilities
493,CIM,CHIMERA INVESTMENT CORPORATION,Real Estate Investment Trusts,Consumer Services
494,CINF,CINCINNATI FINANCIAL CORPORATION,Property-Casualty Insurers,Finance
495,CIO,"CITY OFFICE REIT, INC.",Real Estate Investment Trusts,Consumer Services
496,CIR,"CIRCOR INTERNATIONAL, INC.",Metal Fabrications,Capital Goods
497,CIT,CIT GROUP INC (DEL),Major Banks,Finance
498,CIVB,"CIVISTA BANCSHARES, INC.",Major Banks,Finance
499,CIX,COMPX INTERNATIONAL INC.,Industrial Machinery/Components,Capital Goods
500,CIZN,CITIZENS HOLDING COMPANY,Major Banks,Finance
501,CKH,"SEACOR HOLDINGS, INC.",Marine Transportation,Transportation
502,CL,COLGATE-PALMOLIVE COMPANY,Package Goods/Cosmetics,Consumer Non-Durables
503,CLB,CORE LABORATORIES N.V.,Oilfield Services/Equipment,Energy
504,CLCT,"COLLECTORS UNIVERSE, INC.",Business Services,Miscellaneous
505,CLDR,"CLOUDERA, INC.",Computer Software: Prepackaged Software,Technology
506,CLDT,CHATHAM LODGING TRUST (REIT),Real Estate Investment Trusts,Consumer Services
507,CLDX,"CELLDEX THERAPEUTICS, INC.",Biotechnology: In Vitro & In Vivo Diagnostic Substances,Health Care
508,CLF,CLEVELAND-CLIFFS INC.,Precious Metals,Basic Industries
509,CLFD,"CLEARFIELD, INC.",Telecommunications Equipment,Public Utilities
510,CLGX,"CORELOGIC, INC.",EDP Services,Technology
511,CLH,"CLEAN HARBORS, INC.",Environmental Services,Basic Industries
512,CLI,MACK-CALI REALTY CORPORATION,Real Estate Investment Trusts,Consumer Services
513,CLNE,CLEAN ENERGY FUELS CORP.,Natural Gas Distribution,Public Utilities
514,CLNY,"COLONY CAPITAL, INC.",Real Estate Investment Trusts,Consumer Services
515,CLPR,CLIPPER REALTY INC.,Real Estate Investment Trusts,Consumer Services
516,CLR,"CONTINENTAL RESOURCES, INC.",Oil & Gas Production,Energy
517,CLSD,"CLEARSIDE BIOMEDICAL, INC.",Major Pharmaceuticals,Health Care
518,CLUB,"TOWN SPORTS INTERNATIONAL HOLDINGS, INC.",Hotels/Resorts,Consumer Services
519,CLVS,"CLOVIS ONCOLOGY, INC.",Major Pharmaceuticals,Health Care
520,CLW,CLEARWATER PAPER CORPORATION,Paper,Basic Industries
521,CLX,CLOROX COMPANY (THE),Specialty Chemicals,Consumer Durables
522,CMA,COMERICA INCORPORATED,Major Banks,Finance
523,CMC,COMMERCIAL METALS COMPANY,Steel/Iron Ore,Basic Industries
524,CMCO,COLUMBUS MCKINNON CORPORATION,Construction/Ag Equipment/Trucks,Capital Goods
525,CMCSA,COMCAST CORPORATION,Television Services,Consumer Services
526,CMD,CANTEL MEDICAL CORP.,Medical/Dental Instruments,Health Care
527,CME,CME GROUP INC.,Investment Bankers/Brokers/Service,Finance
528,CMG,"CHIPOTLE MEXICAN GRILL, INC.",Restaurants,Consumer Services
529,CMI,CUMMINS INC.,Industrial Machinery/Components,Energy
530,CMLS,CUMULUS MEDIA INC.,Broadcasting,Consumer Services
531,CMO,CAPSTEAD MORTGAGE CORPORATION,Real Estate Investment Trusts,Consumer Services
532,CMP,"COMPASS MINERALS INTERNATIONAL, INC.",Mining & Quarrying of Nonmetallic Minerals (No Fuels),Basic Industries
533,CMPR,CIMPRESS PLC,Publishing,Miscellaneous
534,CMRE,COSTAMARE INC.,Marine Transportation,Transportation
535,CMRX,"CHIMERIX, INC.",Major Pharmaceuticals,Health Care
536,CMS,CMS ENERGY CORPORATION,Power Generation,Public Utilities
537,CMT,CORE MOLDING TECHNOLOGIES INC,Plastic Products,Consumer Non-Durables
538,CMTL,COMTECH TELECOMMUNICATIONS CORP.,Radio And Television Broadcasting And Communications Equipment,Technology
539,CNA,CNA FINANCIAL CORPORATION,Property-Casualty Insurers,Finance
540,CNBKA,"CENTURY BANCORP, INC.",Major Banks,Finance
541,CNC,CENTENE CORPORATION,Medical Specialities,Health Care
542,CNCE,"CONCERT PHARMACEUTICALS, INC.",Major Pharmaceuticals,Health Care
543,CNDT,CONDUENT INCORPORATED,Business Services,Miscellaneous
544,CNET,"CHINANET ONLINE HOLDINGS, INC.","Computer Software: Programming, Data Processing",Technology
545,CNK,CINEMARK HOLDINGS INC,Movies/Entertainment,Consumer Services
546,CNMD,CONMED CORPORATION,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Health Care
547,CNO,"CNO FINANCIAL GROUP, INC.",Accident &Health Insurance,Finance
548,CNOB,"CONNECTONE BANCORP, INC.",Major Banks,Finance
549,CNP,"CENTERPOINT ENERGY, INC.",Electric Utilities: Central,Public Utilities
550,CNS,COHEN & STEERS INC,Investment Managers,Finance
551,CNSL,"CONSOLIDATED COMMUNICATIONS HOLDINGS, INC.",Telecommunications Equipment,Public Utilities
552,CNTY,"CENTURY CASINOS, INC.",Hotels/Resorts,Consumer Services
553,CNX,CNX RESOURCES CORPORATION,Oil & Gas Production,Energy
554,CNXN,"PC CONNECTION, INC.",Catalog/Specialty Distribution,Consumer Services
555,CODI,COMPASS DIVERSIFIED,Home Furnishings,Consumer Durables
556,COF,CAPITAL ONE FINANCIAL CORPORATION,Major Banks,Finance
557,COG,CABOT OIL & GAS CORPORATION,Oil & Gas Production,Energy
558,COHR,"COHERENT, INC.",Biotechnology: Laboratory Analytical Instruments,Capital Goods
559,COHU,"COHU, INC.",Electrical Products,Capital Goods
560,COKE,"COCA-COLA CONSOLIDATED, INC.",Beverages (Production/Distribution),Consumer Non-Durables
561,COLB,"COLUMBIA BANKING SYSTEM, INC.",Major Banks,Finance
562,COLL,"COLLEGIUM PHARMACEUTICAL, INC.",Major Pharmaceuticals,Health Care
563,COLM,COLUMBIA SPORTSWEAR COMPANY,Apparel,Consumer Non-Durables
564,COMM,"COMMSCOPE HOLDING COMPANY, INC.",Radio And Television Broadcasting And Communications Equipment,Technology
565,COMS,,,
566,CONE,CYRUSONE INC,Real Estate Investment Trusts,Consumer Services
567,CONN,"CONN'S, INC.",Consumer Electronics/Video Chains,Consumer Services
568,COO,"THE COOPER COMPANIES, INC.",Ophthalmic Goods,Health Care
569,COP,CONOCOPHILLIPS,Integrated oil Companies,Energy
570,COR,CORESITE REALTY CORPORATION,Real Estate Investment Trusts,Consumer Services
571,CORE,"CORE-MARK HOLDING COMPANY, INC.",Food Distributors,Consumer Non-Durables
572,CORP,PIMCO INVESTMENT GRADE CORPORATE BOND INDEX EXCHANGE-TRADED FU,Exchange Traded Fund,Financial
573,CORR,"CORENERGY INFRASTRUCTURE TRUST, INC.",Real Estate Investment Trusts,Consumer Services
574,CORT,CORCEPT THERAPEUTICS INCORPORATED,Major Pharmaceuticals,Health Care
575,COST,COSTCO WHOLESALE CORPORATION,Department/Specialty Retail Stores,Consumer Services
576,COTY,COTY INC.,Package Goods/Cosmetics,Consumer Non-Durables
577,COUP,COUPA SOFTWARE INCORPORATED,Computer Software: Prepackaged Software,Technology
578,COWN,COWEN INC.,Investment Bankers/Brokers/Service,Finance
579,CPA,"COPA HOLDINGS, S.A.",Air Freight/Delivery Services,Transportation
580,CPB,CAMPBELL SOUP COMPANY,Packaged Foods,Consumer Non-Durables
581,CPE,CALLON PETROLEUM COMPANY,Oil & Gas Production,Energy
582,CPF,CPB INC.,Major Banks,Finance
583,CPK,CHESAPEAKE UTILITIES CORPORATION,Oil & Gas Production,Public Utilities
584,CPRT,"COPART, INC.",Automotive Aftermarket,Consumer Durables
585,CPRX,"CATALYST PHARMACEUTICALS, INC.",Major Pharmaceuticals,Health Care
586,CPS,COOPER-STANDARD HOLDINGS INC.,Auto Parts:O.E.M.,Capital Goods
587,CPSI,"COMPUTER PROGRAMS AND SYSTEMS, INC.",EDP Services,Technology
588,CPSS,"CONSUMER PORTFOLIO SERVICES, INC.",Finance: Consumer Services,Finance
589,CPST,CAPSTONE TURBINE CORPORATION,Industrial Machinery/Components,Energy
590,CPT,CAMDEN PROPERTY TRUST,Real Estate Investment Trusts,Consumer Services
591,CR,CRANE CO.,Metal Fabrications,Capital Goods
592,CRAI,"CRA INTERNATIONAL,INC.",Other Consumer Services,Miscellaneous
593,CRBP,"CORBUS PHARMACEUTICALS HOLDINGS, INC.",Major Pharmaceuticals,Health Care
594,CRD.B,CRAWFORD & COMPANY,,
595,CRI,"CARTER'S, INC.",Apparel,Consumer Non-Durables
596,CRIS,"CURIS, INC.",Biotechnology: Biological Products (No Diagnostic Substances),Health Care
597,CRK,"COMSTOCK RESOURCES, INC.",Oil & Gas Production,Energy
598,CRL,"CHARLES RIVER LABORATORIES INTERNATIONAL, INC.",Biotechnology: Commercial Physical & Biological Resarch,Health Care
599,CRM,SALESFORCE.COM INC,Computer Software: Prepackaged Software,Technology
600,CRMT,"AMERICA'S CAR-MART, INC.",Automotive Aftermarket,Consumer Durables
601,CROX,"CROCS, INC.",Shoe Manufacturing,Consumer Non-Durables
602,CRS,CARPENTER TECHNOLOGY CORPORATION,Steel/Iron Ore,Basic Industries
603,CRTX,"CORTEXYME, INC.",Biotechnology: Biological Products (No Diagnostic Substances),Health Care
604,CRUS,"CIRRUS LOGIC, INC.",Semiconductors,Technology
605,CRVL,CORVEL CORP.,Specialty Insurers,Finance
606,CRVS,"CORVUS PHARMACEUTICALS, INC.",Major Pharmaceuticals,Health Care
607,CRY,"CRYOLIFE, INC.",Medical/Dental Instruments,Health Care
608,CSA,VICTORYSHARES US SMALL CAP VOLATILITY WTD ETF,,
609,CSCO,"CISCO SYSTEMS, INC.",Computer Communications Equipment,Technology
610,CSGP,"COSTAR GROUP, INC.",Business Services,Miscellaneous
611,CSGS,"CSG SYSTEMS INTERNATIONAL, INC.",EDP Services,Technology
612,CSII,"CARDIOVASCULAR SYSTEMS, INC.",Medical/Dental Instruments,Health Care
613,CSL,CARLISLE COMPANIES INCORPORATED,Specialty Chemicals,Basic Industries
614,CSLT,"CASTLIGHT HEALTH, INC.",EDP Services,Technology
615,CSOD,"CORNERSTONE ONDEMAND, INC.",Computer Software: Prepackaged Software,Technology
616,CSTE,CAESARSTONE LTD.,Building Materials,Capital Goods
617,CSTR,"CAPSTAR FINANCIAL HOLDINGS, INC.",Major Banks,Finance
618,CSU,CAPITAL SENIOR LIVING CORPORATION,Hospital/Nursing Management,Health Care
619,CSV,"CARRIAGE SERVICES, INC.",Other Consumer Services,Consumer Services
620,CSWC,CAPITAL SOUTHWEST CORPORATION,Textiles,Consumer Non-Durables
621,CSWI,"CSW INDUSTRIALS, INC.",Home Furnishings,Basic Industries
622,CSX,CSX CORPORATION,Railroads,Transportation
623,CTAS,CINTAS CORPORATION,Apparel,Consumer Non-Durables
624,CTB,COOPER TIRE & RUBBER COMPANY,Automotive Aftermarket,Consumer Durables
625,CTBI,"COMMUNITY TRUST BANCORP, INC.",Major Banks,Finance
626,CTIC,CTI BIOPHARMA CORP.,Major Pharmaceuticals,Health Care
627,CTL,"CENTURYLINK, INC.",Telecommunications Equipment,Public Utilities
628,CTLT,"CATALENT, INC.",Major Pharmaceuticals,Health Care
629,CTMX,"CYTOMX THERAPEUTICS, INC.",Major Pharmaceuticals,Health Care
630,CTO,"CTO REALTY GROWTH, INC.",Real Estate,Finance
631,CTR,CLEARBRIDGE MLP AND MIDSTREAM TOTAL RETURN FUND IN,,
632,CTRE,"CARETRUST REIT, INC.",Real Estate Investment Trusts,Consumer Services
633,CTRN,"CITI TRENDS, INC.",Clothing/Shoe/Accessory Stores,Consumer Services
634,CTS,CTS CORPORATION,Electrical Products,Technology
635,CTSH,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,EDP Services,Technology
636,CTT,"CATCHMARK TIMBER TRUST, INC.",Real Estate Investment Trusts,Consumer Services
637,CTV,,,
638,CTXS,"CITRIX SYSTEMS, INC.",Computer Software: Prepackaged Software,Technology
639,CUB,CUBIC CORPORATION,Industrial Machinery/Components,Capital Goods
