Symbol,Description,Industry,Sector
LUV,SOUTHWEST AIRLINES COMPANY,Air Freight/Delivery Services,Transportation
LVS,LAS VEGAS SANDS CORP.,Hotels/Resorts,Consumer Services
LW,"LAMB WESTON HOLDINGS, INC.",Packaged Foods,Consumer Non-Durables
LWAY,"LIFEWAY FOODS, INC.",Packaged Foods,Consumer Non-Durables
LXP,LEXINGTON REALTY TRUST,,
LXRX,"LEXICON PHARMACEUTICALS, INC.",Major Pharmaceuticals,Health Care
LXU,LSB INDUSTRIES INC.,Major Chemicals,Basic Industries
LYB,LYONDELLBASELL INDUSTRIES NV,Major Chemicals,Basic Industries
LYTS,LSI INDUSTRIES INC.,Building Products,Consumer Durables
LYV,"LIVE NATION ENTERTAINMENT, INC.",Services-Misc. Amusement & Recreation,Consumer Services
LZB,LA-Z-BOY INCORPORATED,Home Furnishings,Consumer Durables
M,MACY'S INC,Department/Specialty Retail Stores,Consumer Services
MA,MASTERCARD INCORPORATED,Business Services,Miscellaneous
MAA,"MID-AMERICA APARTMENT COMMUNITIES, INC.",Real Estate Investment Trusts,Consumer Services
MAC,MACERICH COMPANY (THE),Real Estate Investment Trusts,Consumer Services
MACK,"MERRIMACK PHARMACEUTICALS, INC.",Major Pharmaceuticals,Health Care
MAIN,MAIN STREET CAPITAL CORPORATION,,
MAN,MANPOWERGROUP,Professional Services,Technology
MANH,"MANHATTAN ASSOCIATES, INC.",Computer Software: Prepackaged Software,Technology
MANT,MANTECH INTERNATIONAL CORPORATION,Other Consumer Services,Consumer Services
MAR,MARRIOTT INTERNATIONAL,Hotels/Resorts,Consumer Services
MAS,MASCO CORPORATION,Industrial Specialties,Capital Goods
MASI,MASIMO CORPORATION,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Health Care
MAT,"MATTEL, INC.",Recreational Products/Toys,Consumer Non-Durables
MATW,MATTHEWS INTERNATIONAL CORPORATION,Metal Fabrications,Capital Goods
MATX,"MATSON, INC.",Marine Transportation,Consumer Services
MBCN,MIDDLEFIELD BANC CORP.,Major Banks,Finance
MBI,"MBIA, INC.",Property-Casualty Insurers,Finance
MBUU,"MALIBU BOATS, INC.",Marine Transportation,Capital Goods
MBWM,MERCANTILE BANK CORPORATION,Major Banks,Finance
MC,MOELIS & COMPANY,Investment Managers,Finance
MCBC,MACATAWA BANK CORPORATION,Major Banks,Finance
MCC,MEDLEY CAPITAL CORPORATION,,
MCD,MCDONALD'S CORPORATION,Restaurants,Consumer Services
MCF,CONTANGO OIL & GAS COMPANY,Oil & Gas Production,Energy
MCFT,"MASTERCRAFT BOAT HOLDINGS, INC.",Marine Transportation,Capital Goods
MCHP,MICROCHIP TECHNOLOGY INCORPORATED,Semiconductors,Technology
MCHX,"MARCHEX, INC.",Business Services,Miscellaneous
MCK,MCKESSON CORPORATION,Other Pharmaceuticals,Health Care
MCO,MOODY'S CORPORATION,Finance: Consumer Services,Finance
MCRB,"SERES THERAPEUTICS, INC.",Major Pharmaceuticals,Health Care
MCRI,"MONARCH CASINO & RESORT, INC.",Hotels/Resorts,Consumer Services
MCS,MARCUS CORPORATION (THE),Movies/Entertainment,Consumer Services
MCY,MERCURY GENERAL CORPORATION,Property-Casualty Insurers,Finance
MD,"MEDNAX, INC",Hospital/Nursing Management,Health Care
MDC,"M.D.C. HOLDINGS, INC.",Homebuilding,Capital Goods
MDCA,MDC PARTNERS INC.,Advertising,Technology
MDGL,"MADRIGAL PHARMACEUTICALS, INC.",Major Pharmaceuticals,Health Care
MDLY,MEDLEY MANAGEMENT INC.,Investment Managers,Finance
MDLZ,"MONDELEZ INTERNATIONAL, INC.",Packaged Foods,Consumer Non-Durables
MDP,MEREDITH CORPORATION,Newspapers/Magazines,Consumer Services
MDRX,"ALLSCRIPTS HEALTHCARE SOLUTIONS, INC.",EDP Services,Technology
MDT,MEDTRONIC PLC,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Health Care
MDU,"MDU RESOURCES GROUP, INC.",Mining & Quarrying of Nonmetallic Minerals (No Fuels),Basic Industries
MED,MEDIFAST INC,Packaged Foods,Consumer Non-Durables
MEDP,"MEDPACE HOLDINGS, INC.",Biotechnology: Commercial Physical & Biological Resarch,Health Care
MEET,,,
MEG,"MONTROSE ENVIRONMENTAL GROUP, INC.",Professional Services,Consumer Services
MEI,"METHODE ELECTRONICS, INC.",Electrical Products,Capital Goods
MEIP,"MEI PHARMA, INC.",Major Pharmaceuticals,Health Care
MELI,"MERCADOLIBRE, INC.",Business Services,Miscellaneous
MERC,MERCER INTERNATIONAL INC.,Paper,Basic Industries
MET,"METLIFE, INC.",Life Insurance,Finance
METC,"RAMACO RESOURCES, INC.",Coal Mining,Energy
MFA,"MFA FINANCIAL, INC.",Real Estate Investment Trusts,Consumer Services
MG,MISTRAS GROUP INC,Military/Government/Technical,Consumer Services
MGEE,MGE ENERGY INC.,Electric Utilities: Central,Energy
MGEN,"MIRAGEN THERAPEUTICS, INC.",Medical Specialities,Health Care
MGI,"MONEYGRAM INTERNATIONAL, INC.",Business Services,Miscellaneous
MGLN,"MAGELLAN HEALTH, INC.",Hospital/Nursing Management,Health Care
MGM,MGM RESORTS INTERNATIONAL,Hotels/Resorts,Consumer Services
MGNX,"MACROGENICS, INC.",Major Pharmaceuticals,Health Care
MGPI,"MGP INGREDIENTS, INC.",Beverages (Production/Distribution),Consumer Non-Durables
MGRC,MCGRATH RENTCORP,Diversified Commercial Services,Technology
MHK,"MOHAWK INDUSTRIES, INC.",Home Furnishings,Consumer Durables
MHLD,"MAIDEN HOLDINGS, LTD.",Property-Casualty Insurers,Finance
MHO,"M/I HOMES, INC.",Homebuilding,Capital Goods
MIC,MACQUARIE INFRASTRUCTURE CORPORATION,Oil Refining/Marketing,Energy
MIDD,THE MIDDLEBY CORPORATION,Industrial Machinery/Components,Technology
MIK,"THE MICHAELS COMPANIES, INC.",Recreational Products/Toys,Consumer Services
MIND,"MIND TECHNOLOGY, INC.",Diversified Commercial Services,Technology
MITI,,,
MITK,"MITEK SYSTEMS, INC.",Computer peripheral equipment,Technology
MITT,"AG MORTGAGE INVESTMENT TRUST, INC.",,
MJCO,MAJESCO,Computer Software: Prepackaged Software,Technology
MKC,"MCCORMICK & COMPANY, INCORPORATED",Packaged Foods,Consumer Non-Durables
MKL,MARKEL CORPORATION,Property-Casualty Insurers,Finance
MKSI,"MKS INSTRUMENTS, INC.",Industrial Machinery/Components,Capital Goods
MKTX,"MARKETAXESS HOLDINGS, INC.",Investment Bankers/Brokers/Service,Finance
MLAB,"MESA LABORATORIES, INC.",Industrial Machinery/Components,Capital Goods
MLHR,"HERMAN MILLER, INC.",Office Equipment/Supplies/Services,Consumer Durables
MLI,"MUELLER INDUSTRIES, INC.",Metal Fabrications,Capital Goods
MLM,"MARTIN MARIETTA MATERIALS, INC.",Mining & Quarrying of Nonmetallic Minerals (No Fuels),Basic Industries
MLP,"MAUI LAND & PINEAPPLE COMPANY, INC.",Real Estate,Finance
MLR,"MILLER INDUSTRIES, INC.",Construction/Ag Equipment/Trucks,Capital Goods
MLVF,"MALVERN BANCORP, INC.",Savings Institutions,Finance
MMC,"MARSH & MCLENNAN COMPANIES, INC.",Specialty Insurers,Finance
MMI,"MARCUS & MILLICHAP, INC.",Real Estate,Finance
MMM,3M COMPANY,Medical/Dental Instruments,Health Care
MMS,"MAXIMUS, INC.",Business Services,Miscellaneous
MMSI,"MERIT MEDICAL SYSTEMS, INC.",Medical/Dental Instruments,Health Care
MN,"MANNING & NAPIER, INC.",Investment Managers,Finance
MNK,MALLINCKRODT PLC,Major Pharmaceuticals,Health Care
MNKD,MANNKIND CORPORATION,Major Pharmaceuticals,Health Care
MNOV,"MEDICINOVA, INC.",Major Pharmaceuticals,Health Care
MNR,MONMOUTH REAL ESTATE INVESTMENT CORPORATION,Real Estate Investment Trusts,Consumer Services
MNRO,"MONRO, INC.",Automotive Aftermarket,Consumer Services
MNST,MONSTER BEVERAGE CORPORATION,Beverages (Production/Distribution),Consumer Non-Durables
MNTA,"MOMENTA PHARMACEUTICALS, INC.",Biotechnology: Biological Products (No Diagnostic Substances),Health Care
MNTX,"MANITEX INTERNATIONAL, INC.",Industrial Machinery/Components,Technology
MO,ALTRIA GROUP,Farming/Seeds/Milling,Consumer Non-Durables
MOBL,"MOBILEIRON, INC.",Computer Software: Prepackaged Software,Technology
MOD,MODINE MANUFACTURING COMPANY,Auto Parts:O.E.M.,Capital Goods
MODN,"MODEL N, INC.","Computer Software: Programming, Data Processing",Technology
MOFG,"MIDWESTONE FINANCIAL GROUP, INC.",Major Banks,Finance
MOG-A,MOOG INC.,,
MOH,MOLINA HEALTHCARE INC,Medical Specialities,Health Care
MORN,"MORNINGSTAR, INC.",Investment Managers,Finance
MOS,MOSAIC COMPANY (THE),Agricultural Chemicals,Basic Industries
MOSY,"MOSYS, INC.",Semiconductors,Technology
MOV,MOVADO GROUP INC.,Consumer Specialties,Consumer Non-Durables
MPAA,"MOTORCAR PARTS OF AMERICA, INC.",Auto Parts:O.E.M.,Capital Goods
MPC,MARATHON PETROLEUM CORPORATION,Integrated oil Companies,Energy
MPW,"MEDICAL PROPERTIES TRUST, INC.",Real Estate Investment Trusts,Consumer Services
MPWR,"MONOLITHIC POWER SYSTEMS, INC.",Semiconductors,Technology
MPX,MARINE PRODUCTS CORPORATION,Marine Transportation,Capital Goods
MRC,MRC GLOBAL INC.,Industrial Machinery/Components,Capital Goods
MRCY,MERCURY SYSTEMS INC,Electrical Products,Capital Goods
MRIN,MARIN SOFTWARE INCORPORATED,EDP Services,Technology
MRK,"MERCK & COMPANY, INC.",Major Pharmaceuticals,Health Care
MRLN,MARLIN BUSINESS SERVICES CORP.,Major Banks,Finance
MRO,MARATHON OIL CORPORATION,Oil & Gas Production,Energy
MRTN,"MARTEN TRANSPORT, LTD.",Trucking Freight/Courier Services,Transportation
MRVL,MARVELL TECHNOLOGY GROUP LTD.,Semiconductors,Technology
MS,MORGAN STANLEY,Investment Bankers/Brokers/Service,Finance
MSA,MSA SAFETY INCORPORPORATED,Industrial Specialties,Health Care
MSBI,"MIDLAND STATES BANCORP, INC.",Major Banks,Finance
MSCI,MSCI INC,Business Services,Miscellaneous
MSEX,MIDDLESEX WATER COMPANY,Water Supply,Public Utilities
MSFT,MICROSOFT CORPORATION,Computer Software: Prepackaged Software,Technology
MSGN,MSG NETWORKS INC.,Television Services,Consumer Services
MSI,"MOTOROLA SOLUTIONS, INC.",Radio And Television Broadcasting And Communications Equipment,Technology
MSM,"MSC INDUSTRIAL DIRECT COMPANY, INC.",Industrial Machinery/Components,Capital Goods
MSTR,MICROSTRATEGY INCORPORATED,Computer Software: Prepackaged Software,Technology
MTB,M&T BANK CORPORATION,Major Banks,Finance
MTCH,"MATCH GROUP, INC.","Computer Software: Programming, Data Processing",Technology
MTD,"METTLER-TOLEDO INTERNATIONAL, INC.",Biotechnology: Laboratory Analytical Instruments,Capital Goods
MTDR,MATADOR RESOURCES COMPANY,Oil & Gas Production,Energy
MTEX,"MANNATECH, INCORPORATED",Specialty Chemicals,Consumer Durables
MTG,MGIC INVESTMENT CORPORATION,Property-Casualty Insurers,Finance
MTH,MERITAGE CORPORATION,Homebuilding,Capital Goods
MTN,"VAIL RESORTS, INC.",Services-Misc. Amusement & Recreation,Consumer Services
MTNB,"MATINAS BIOPHARMA HOLDINGS, INC.",Major Pharmaceuticals,Health Care
MTOR,"MERITOR, INC.",Auto Parts:O.E.M.,Capital Goods
MTRN,MATERION CORPORATION,Industrial Specialties,Capital Goods
MTRX,MATRIX SERVICE COMPANY,Engineering & Construction,Basic Industries
MTSC,MTS SYSTEMS CORPORATION,Industrial Machinery/Components,Capital Goods
MTSI,"MACOM TECHNOLOGY SOLUTIONS HOLDINGS, INC.",Semiconductors,Technology
MTW,"MANITOWOC COMPANY, INC. (THE)",Construction/Ag Equipment/Trucks,Capital Goods
MTX,MINERALS TECHNOLOGIES INC.,Major Chemicals,Basic Industries
MTZ,"MASTEC, INC.",Water Supply,Basic Industries
MU,"MICRON TECHNOLOGY, INC.",Semiconductors,Technology
MUR,MURPHY OIL CORPORATION,Oil & Gas Production,Energy
MUSA,MURPHY USA INC.,Automotive Aftermarket,Consumer Durables
MVC,"MVC CAPITAL, INC.",,
MVIS,"MICROVISION, INC.",Industrial Machinery/Components,Capital Goods
MWA,MUELLER WATER PRODUCTS INC,Metal Fabrications,Capital Goods
MXIM,"MAXIM INTEGRATED PRODUCTS, INC.",Semiconductors,Technology
MXL,"MAXLINEAR, INC",Semiconductors,Technology
MYE,"MYERS INDUSTRIES, INC.",Plastic Products,Consumer Non-Durables
MYGN,"MYRIAD GENETICS, INC.",Biotechnology: In Vitro & In Vivo Diagnostic Substances,Health Care
MYL,MYLAN N.V.,Major Pharmaceuticals,Health Care
MYOK,"MYOKARDIA, INC.",Major Pharmaceuticals,Health Care
MYRG,"MYR GROUP, INC.",Water Supply,Basic Industries
NAT,NORDIC AMERICAN TANKERS LIMITED,Marine Transportation,Consumer Services
NATH,"NATHAN'S FAMOUS, INC.",Restaurants,Consumer Services
NATI,NATIONAL INSTRUMENTS CORPORATION,Computer Software: Prepackaged Software,Technology
NATR,"NATURE'S SUNSHINE PRODUCTS, INC.",Major Pharmaceuticals,Health Care
NAV,NAVISTAR INTERNATIONAL CORPORATION,Auto Manufacturing,Capital Goods
NAVB,"NAVIDEA BIOPHARMACEUTICALS, INC.",Biotechnology: In Vitro & In Vivo Diagnostic Substances,Health Care
NAVI,NAVIENT CORPORATION,Investment Bankers/Brokers/Service,Finance
NBHC,NATIONAL BANK HOLDINGS CORPORATION,Major Banks,Finance
NBIX,"NEUROCRINE BIOSCIENCES, INC.",Biotechnology: Biological Products (No Diagnostic Substances),Health Care
NBL,NOBLE ENERGY INC.,Oil & Gas Production,Energy
NBN,NORTHEAST BANK,Major Banks,Finance
NBR,NABORS INDUSTRIES LTD.,Oil & Gas Production,Energy
NBTB,NBT BANCORP INC.,Major Banks,Finance
NC,"NACCO INDUSTRIES, INC.",Consumer Electronics/Appliances,Consumer Durables
NCBS,NICOLET BANKSHARES INC.,Major Banks,Finance
NCLH,NORWEGIAN CRUISE LINE HOLDINGS LTD.,Marine Transportation,Consumer Services
NCMI,"NATIONAL CINEMEDIA, INC.",Advertising,Consumer Services
NCR,NCR CORPORATION,Office Equipment/Supplies/Services,Miscellaneous
NCSM,"NCS MULTISTAGE HOLDINGS, INC.",Oilfield Services/Equipment,Energy
NDAQ,"NASDAQ, INC.",Investment Bankers/Brokers/Service,Finance
NDLS,NOODLES & COMPANY,Restaurants,Consumer Services
NDSN,NORDSON CORPORATION,Industrial Machinery/Components,Capital Goods
NEE,"NEXTERA ENERGY, INC.",Electric Utilities: Central,Public Utilities
NEM,NEWMONT CORPORATION,Precious Metals,Basic Industries
NEO,"NEOGENOMICS, INC.",Precision Instruments,Health Care
NEOG,NEOGEN CORPORATION,Biotechnology: In Vitro & In Vivo Diagnostic Substances,Health Care
NEON,NEONODE INC.,Industrial Machinery/Components,Capital Goods
NEOS,"NEOS THERAPEUTICS, INC.",Major Pharmaceuticals,Health Care
NERV,"MINERVA NEUROSCIENCES, INC",Major Pharmaceuticals,Health Care
NES,"NUVERRA ENVIRONMENTAL SOLUTIONS, INC.",Oilfield Services/Equipment,Energy
NETE,"NET ELEMENT, INC.",EDP Services,Technology
NETL,NETLEASE CORPORATE REAL ESTATE ETF,Exchange Traded Fund,Financial
NEU,NEWMARKET CORPORATION,Major Chemicals,Basic Industries
NEWR,"NEW RELIC, INC.",Computer Software: Prepackaged Software,Technology
NFBK,"NORTHFIELD BANCORP, INC.",Savings Institutions,Finance
NFG,NATIONAL FUEL GAS COMPANY,Oil/Gas Transmission,Public Utilities
NFLX,"NETFLIX, INC.",Consumer Electronics/Video Chains,Consumer Services
NGHC,NATIONAL GENERAL HOLDINGS CORP,Property-Casualty Insurers,Finance
NGS,"NATURAL GAS SERVICES GROUP, INC.",Oilfield Services/Equipment,Energy
NGVC,"NATURAL GROCERS BY VITAMIN COTTAGE, INC.",Food Chains,Consumer Services
NGVT,INGEVITY CORPORATION,Major Chemicals,Basic Industries
NH,"NANTHEALTH, INC.",EDP Services,Technology
NHC,NATIONAL HEALTHCARE CORPORATION,Hospital/Nursing Management,Health Care
NHI,"NATIONAL HEALTH INVESTORS, INC.",Real Estate Investment Trusts,Consumer Services
NHTC,NATURAL HEALTH TRENDS CORP.,Consumer Specialties,Consumer Durables
NI,"NISOURCE, INC",Power Generation,Public Utilities
NICK,"NICHOLAS FINANCIAL, INC.",Finance Companies,Finance
NJR,NEWJERSEY RESOURCES CORPORATION,Oil/Gas Transmission,Public Utilities
NK,"NANTKWEST, INC.",Biotechnology: Biological Products (No Diagnostic Substances),Health Care
NKE,"NIKE, INC.",Shoe Manufacturing,Consumer Non-Durables
NKSH,"NATIONAL BANKSHARES, INC.",Major Banks,Finance
NKTR,NEKTAR THERAPEUTICS,Major Pharmaceuticals,Health Care
NL,"NL INDUSTRIES, INC.",Major Chemicals,Basic Industries
NLS,"NAUTILUS GROUP, INC. (THE)",Recreational Products/Toys,Consumer Non-Durables
NLSN,NIELSEN N.V.,Business Services,Miscellaneous
NLY,ANNALY CAPITAL MANAGEMENT INC,Real Estate Investment Trusts,Consumer Services
NM,NAVIOS MARITIME HOLDINGS INC.,Marine Transportation,Transportation
NMFC,NEW MOUNTAIN FINANCE CORPORATION,,
NMIH,NMI HOLDINGS INC,Property-Casualty Insurers,Finance
NNA,NAVIOS MARITIME ACQUISITION CORPORATION,Marine Transportation,Transportation
NNBR,"NN, INC.",Metal Fabrications,Capital Goods
NNI,"NELNET, INC.",Finance: Consumer Services,Finance
NNN,NATIONAL RETAIL PROPERTIES,Real Estate Investment Trusts,Consumer Services
NOC,NORTHROP GRUMMAN CORPORATION,Industrial Machinery/Components,Capital Goods
NODK,"NI HOLDINGS, INC.",Property-Casualty Insurers,Finance
NOG,"NORTHERN OIL AND GAS, INC.",Oil & Gas Production,Energy
NOV,"NATIONAL OILWELL VARCO, INC.",Metal Fabrications,Energy
NOVA,SUNNOVA ENERGY INTERNATIONAL INC.,Power Generation,Public Utilities
NOVT,NOVANTA INC.,Industrial Machinery/Components,Miscellaneous
NOW,"SERVICENOW, INC.",Computer Software: Prepackaged Software,Technology
NP,"NEENAH, INC.",Paper,Basic Industries
NPK,"NATIONAL PRESTO INDUSTRIES, INC.",Ordnance And Accessories,Capital Goods
NPO,ENPRO INDUSTRIES,Metal Fabrications,Basic Industries
NPTN,NEOPHOTONICS CORPORATION,Semiconductors,Technology
NR,"NEWPARK RESOURCES, INC.",Metal Fabrications,Energy
NRG,"NRG ENERGY, INC.",Electric Utilities: Central,Public Utilities
NRIM,NORTHRIM BANCORP INC,Savings Institutions,Finance
NRZ,NEW RESIDENTIAL INVESTMENT CORP.,Real Estate Investment Trusts,Consumer Services
NSA,NATIONAL STORAGE AFFILIATES TRUST,Real Estate Investment Trusts,Consumer Services
NSC,NORFOLK SOUTHERN CORPORATION,Railroads,Transportation
NSIT,"INSIGHT ENTERPRISES, INC.",Catalog/Specialty Distribution,Consumer Services
NSP,"INSPERITY, INC.",Professional Services,Technology
NSSC,"NAPCO SECURITY TECHNOLOGIES, INC.",Telecommunications Equipment,Capital Goods
NSTG,"NANOSTRING TECHNOLOGIES, INC.",Biotechnology: Biological Products (No Diagnostic Substances),Health Care
NTAP,"NETAPP, INC.",Electronic Components,Technology
NTB,BANK OF N.T. BUTTERFIELD & SON LIMITED (THE),Commercial Banks,Finance
NTCT,"NETSCOUT SYSTEMS, INC.",EDP Services,Technology
NTG,"TORTOISE MIDSTREAM ENERGY FUND, INC.",,
NTGR,"NETGEAR, INC.",Telecommunications Equipment,Public Utilities
NTLA,"INTELLIA THERAPEUTICS, INC.",Biotechnology: In Vitro & In Vivo Diagnostic Substances,Health Care
NTNX,"NUTANIX, INC.",Computer Software: Prepackaged Software,Technology
NTRA,"NATERA, INC.",Medical Specialities,Health Care
NTRS,NORTHERN TRUST CORPORATION,Major Banks,Finance
NUAN,"NUANCE COMMUNICATIONS, INC.",Computer Software: Prepackaged Software,Technology
NUE,NUCOR CORPORATION,Steel/Iron Ore,Basic Industries
NUS,"NU SKIN ENTERPRISES, INC.",Other Pharmaceuticals,Health Care
NUVA,"NUVASIVE, INC.",Medical/Dental Instruments,Health Care
NVAX,"NOVAVAX, INC.",Biotechnology: Biological Products (No Diagnostic Substances),Health Care
NVCR,NOVOCURE LIMITED,Medical/Dental Instruments,Health Care
NVDA,NVIDIA CORPORATION,Semiconductors,Technology
NVEC,NVE CORPORATION,Semiconductors,Technology
NVEE,"NV5 GLOBAL, INC.",Other Consumer Services,Consumer Services
NVR,"NVR, INC.",Homebuilding,Capital Goods
NVRO,NEVRO CORP.,Medical/Dental Instruments,Health Care
NVTA,INVITAE CORPORATION,Medical Specialities,Health Care
NWBI,"NORTHWEST BANCSHARES, INC.",Major Banks,Finance
NWE,NORTHWESTERN CORPORATION,Power Generation,Public Utilities
NWFL,NORWOOD FINANCIAL CORP.,Major Banks,Finance
NWHM,NEW HOME COMPANY INC. (THE),Homebuilding,Capital Goods
NWL,NEWELL BRANDS INC.,Plastic Products,Consumer Non-Durables
NWLI,"NATIONAL WESTERN LIFE GROUP, INC.",Life Insurance,Finance
NWN,NORTHWEST NATURAL HOLDING COMPANY,Oil/Gas Transmission,Public Utilities
NWPX,NORTHWEST PIPE COMPANY,Steel/Iron Ore,Basic Industries
NWS,NEWS CORPORATION,Newspapers/Magazines,Consumer Services
NWSA,NEWS CORPORATION,Newspapers/Magazines,Consumer Services
NX,QUANEX BUILDING PRODUCTS CORPORATION,Metal Fabrications,Capital Goods
NXPI,NXP SEMICONDUCTORS N.V.,Semiconductors,Technology
NXRT,"NEXPOINT RESIDENTIAL TRUST, INC.",Real Estate Investment Trusts,Consumer Services
NXST,"NEXSTAR MEDIA GROUP, INC.",Broadcasting,Consumer Services
NYCB,"NEW YORK COMMUNITY BANCORP, INC.",Banks,Finance
NYMT,"NEW YORK MORTGAGE TRUST, INC.",Real Estate Investment Trusts,Consumer Services
NYMX,NYMOX PHARMACEUTICAL CORPORATION,Biotechnology: In Vitro & In Vivo Diagnostic Substances,Health Care
NYT,NEW YORK TIMES COMPANY (THE),Newspapers/Magazines,Consumer Services
O,REALTY INCOME CORPORATION,Real Estate Investment Trusts,Consumer Services
OAS,OASIS PETROLEUM INC.,Oil & Gas Production,Energy
OBLN,"OBALON THERAPEUTICS, INC.",Medical/Dental Instruments,Health Care
OC,OWENS CORNING INC,Industrial Machinery/Components,Capital Goods
OCFC,OCEANFIRST FINANCIAL CORP.,Savings Institutions,Finance
OCN,OCWEN FINANCIAL CORPORATION,Finance: Consumer Services,Finance
OCUL,"OCULAR THERAPEUTIX, INC.",Major Pharmaceuticals,Health Care
OCX,ONCOCYTE CORPORATION,Biotechnology: In Vitro & In Vivo Diagnostic Substances,Health Care
ODC,OIL-DRI CORPORATION OF AMERICA,Miscellaneous manufacturing industries,Consumer Durables
ODFL,"OLD DOMINION FREIGHT LINE, INC.",Trucking Freight/Courier Services,Transportation
ODP,THE ODP CORPORATION,Other Specialty Stores,Consumer Services
OESX,"ORION ENERGY SYSTEMS, INC.",Building Products,Consumer Durables
OFC,CORPORATE OFFICE PROPERTIES TRUST,Real Estate Investment Trusts,Consumer Services
OFED,OCONEE FEDERAL FINANCIAL CORP.,Savings Institutions,Finance
OFG,OFG BANCORP,Major Banks,Finance
OFIX,ORTHOFIX MEDICAL INC.,Medical/Dental Instruments,Health Care
OFLX,"OMEGA FLEX, INC.",Industrial Specialties,Capital Goods
OGE,OGE ENERGY CORP,Electric Utilities: Central,Public Utilities
OGS,"ONE GAS, INC.",Oil/Gas Transmission,Public Utilities
OHI,"OMEGA HEALTHCARE INVESTORS, INC.",Real Estate Investment Trusts,Consumer Services
OI,"O-I GLASS, INC.",Containers/Packaging,Consumer Durables
OII,"OCEANEERING INTERNATIONAL, INC.",Oilfield Services/Equipment,Energy
OIS,"OIL STATES INTERNATIONAL, INC.",Metal Fabrications,Energy
OKE,"ONEOK, INC.",Oil & Gas Production,Public Utilities
OKTA,"OKTA, INC.",Computer Software: Prepackaged Software,Technology
OLED,UNIVERSAL DISPLAY CORPORATION,Electrical Products,Capital Goods
OLLI,"OLLIE'S BARGAIN OUTLET HOLDINGS, INC.",Department/Specialty Retail Stores,Consumer Services
OLN,OLIN CORPORATION,Major Chemicals,Basic Industries
OLP,"ONE LIBERTY PROPERTIES, INC.",Real Estate Investment Trusts,Consumer Services
OMC,OMNICOM GROUP INC.,Advertising,Technology
OMCL,"OMNICELL, INC.",Computer Manufacturing,Technology
OMER,OMEROS CORPORATION,Major Pharmaceuticals,Health Care
OMEX,"ODYSSEY MARINE EXPLORATION, INC.",Marine Transportation,Consumer Services
OMF,"ONEMAIN HOLDINGS, INC.",Finance: Consumer Services,Finance
OMI,"OWENS & MINOR, INC.",Medical Specialities,Health Care
ON,ON SEMICONDUCTOR CORPORATION,Semiconductors,Technology
ONB,OLD NATIONAL BANCORP,Major Banks,Finance
ONDK,"ON DECK CAPITAL, INC.",Finance: Consumer Services,Finance
ONE,ONESMART INTERNATIONAL EDUCATION GROUP LIMITED,Other Consumer Services,Consumer Services
ONVO,"ORGANOVO HOLDINGS, INC.",Biotechnology: Biological Products (No Diagnostic Substances),Health Care
OOMA,"OOMA, INC.",EDP Services,Technology
OPK,"OPKO HEALTH, INC.",Major Pharmaceuticals,Health Care
OPNT,"OPIANT PHARMACEUTICALS, INC.",Precious Metals,Basic Industries
OPOF,OLD POINT FINANCIAL CORPORATION,Major Banks,Finance
OPY,"OPPENHEIMER HOLDINGS, INC.",Investment Bankers/Brokers/Service,Finance
ORA,"ORMAT TECHNOLOGIES, INC.",Electric Utilities: Central,Public Utilities
ORBC,ORBCOMM INC.,Telecommunications Equipment,Consumer Services
ORC,"ORCHID ISLAND CAPITAL, INC.",Real Estate Investment Trusts,Consumer Services
ORCC,OWL ROCK CAPITAL CORPORATION,,
ORCL,ORACLE CORPORATION,Computer Software: Prepackaged Software,Technology
ORI,OLD REPUBLIC INTERNATIONAL CORPORATION,Property-Casualty Insurers,Finance
ORLY,"O'REILLY AUTOMOTIVE, INC.",Other Specialty Stores,Consumer Services
ORN,"ORION GROUP HOLDINGS, INC.",Military/Government/Technical,Basic Industries
ORRF,ORRSTOWN FINANCIAL SERVICES INC,Major Banks,Finance
OSBC,"OLD SECOND BANCORP, INC.",Major Banks,Finance
OSG,"OVERSEAS SHIPHOLDING GROUP, INC.",Marine Transportation,Transportation
OSIS,"OSI SYSTEMS, INC.",Semiconductors,Technology
OSK,OSHKOSH CORPORATION,Auto Manufacturing,Capital Goods
OSTK,"OVERSTOCK.COM, INC.",Catalog/Specialty Distribution,Consumer Services
OSUR,"ORASURE TECHNOLOGIES, INC.",Medical/Dental Instruments,Health Care
OTIC,"OTONOMY, INC.",Major Pharmaceuticals,Health Care
OTTR,OTTER TAIL CORPORATION,Electric Utilities: Central,Public Utilities
OUT,OUTFRONT MEDIA INC.,Real Estate Investment Trusts,Consumer Services
OVBC,OHIO VALLEY BANC CORP.,Major Banks,Finance
OVID,OVID THERAPEUTICS INC.,Major Pharmaceuticals,Health Care
OXFD,OXFORD IMMUNOTEC GLOBAL PLC,Biotechnology: In Vitro & In Vivo Diagnostic Substances,Health Care
OXM,"OXFORD INDUSTRIES, INC.",Apparel,Consumer Non-Durables
OXY,OCCIDENTAL PETROLEUM CORPORATION,Oil & Gas Production,Energy
PACB,"PACIFIC BIOSCIENCES OF CALIFORNIA, INC.",Biotechnology: Laboratory Analytical Instruments,Capital Goods
PACW,PACWEST BANCORP,Major Banks,Finance
